diagnosis,group,snomed_code,snomed_code_name
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",722628000,Traumatic hemorrhage of subdural space of infratentorial region (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",759291281000119168,Acute nontraumatic intracranial subdural hematoma (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",874938007,Subdural hemorrhage with open intracranial wound (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",95453001,Subdural intracranial hematoma (disorder)
Subdural haemorrhage,"Stroke, transient ischaemic attack and vascular dementia",991898981000119168,Chronic nontraumatic intracranial subdural hematoma (disorder)
Syncope due to other arrhythmia,Cardiac conduction disorders,271547004,Stokes-Adams attack (disorder)
Transient global amnesia,"Stroke, transient ischaemic attack and vascular dementia",230736007,Transient global amnesia (finding)
Transient ischaemic attack,"Stroke, transient ischaemic attack and vascular dementia",1208871009,Transient ischemic attack co-occurrent with subarachnoid hemorrhage (disorder)
Transient ischaemic attack,"Stroke, transient ischaemic attack and vascular dementia",12237911000119108,Amaurosis fugax of left eye (disorder)
Transient ischaemic attack,"Stroke, transient ischaemic attack and vascular dementia",12237951000119104,Amaurosis fugax of right eye (disorder)
Transient ischaemic attack,"Stroke, transient ischaemic attack and vascular dementia",230716006,Carotid territory transient ischemic attack (disorder)
Transient ischaemic attack,"Stroke, transient ischaemic attack and vascular dementia",230717002,Vertebrobasilar territory transient ischemic attack (disorder)
Transient ischaemic attack,"Stroke, transient ischaemic attack and vascular dementia",266257000,Transient ischemic attack (disorder)
Transient ischaemic attack,"Stroke, transient ischaemic attack and vascular dementia",426814001,Transient cerebral ischemia due to atrial fibrillation (disorder)
Transient ischaemic attack,"Stroke, transient ischaemic attack and vascular dementia",444172003,Recurrent transient cerebral ischemic attack (disorder)
Transient ischaemic attack,"Stroke, transient ischaemic attack and vascular dementia",710575003,Transient ischemic attack due to embolism (disorder)
Transient ischaemic attack,"Stroke, transient ischaemic attack and vascular dementia",88032003,Amaurosis fugax (disorder)
Tricuspid valve disease,Cardiac valve diseases,111287006,Tricuspid valve regurgitation
Tricuspid valve disease,Cardiac valve diseases,1141742009,Regurgitation of right atrioventricular (not morphologically tricuspid) valve
Tricuspid valve disease,Cardiac valve diseases,1162915007,Accessory tricuspid valve tissue
Tricuspid valve disease,Cardiac valve diseases,1234910007,Congenital straddling and overriding tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,16855001,Rheumatic tricuspid valve failure
Tricuspid valve disease,Cardiac valve diseases,17394001,Ebstein's anomaly with atrial septal defect
Tricuspid valve disease,Cardiac valve diseases,174934003,Tricuspid valve: [plastic repair] or [replacement]
Tricuspid valve disease,Cardiac valve diseases,174935002,Homograft tricuspid valve replacement
Tricuspid valve disease,Cardiac valve diseases,174936001,Xenograft tricuspid valve replacement
Tricuspid valve disease,Cardiac valve diseases,174937005,Mechanical prosthetic tricuspid valve replacement
Tricuspid valve disease,Cardiac valve diseases,186877007,Syphilitic endocarditis of tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,194741006,Rheumatic tricuspid stenosis and incompetence
Tricuspid valve disease,Cardiac valve diseases,194989009,"Tricuspid valve disorders, non-rheumatic"
Tricuspid valve disease,Cardiac valve diseases,194990000,"Tricuspid incompetence, non-rheumatic"
Tricuspid valve disease,Cardiac valve diseases,194991001,"Tricuspid stenosis, non-rheumatic"
Tricuspid valve disease,Cardiac valve diseases,194992008,Non-rheumatic tricuspid valve stenosis with insufficiency
Tricuspid valve disease,Cardiac valve diseases,204354004,Congenital tricuspid atresia and stenosis
Tricuspid valve disease,Cardiac valve diseases,204357006,Ebstein's anomaly
Tricuspid valve disease,Cardiac valve diseases,20721001,Tricuspid valve disorder
Tricuspid valve disease,Cardiac valve diseases,232815008,Replacement of implanted tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,233865008,Functional tricuspid regurgitation
Tricuspid valve disease,Cardiac valve diseases,25236004,Replacement of tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,253375009,Tricuspid leaflet dysplasia
Tricuspid valve disease,Cardiac valve diseases,253376005,Tricuspid annulus hypoplasia
Tricuspid valve disease,Cardiac valve diseases,253377001,Dilatation of tricuspid annulus
Tricuspid valve disease,Cardiac valve diseases,253378006,Overriding tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,253379003,Straddling tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,253380000,Tricuspid leaflet abnormality
Tricuspid valve disease,Cardiac valve diseases,253381001,Absent tricuspid leaflet
Tricuspid valve disease,Cardiac valve diseases,253382008,Double orifice of tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,253383003,Tricuspid valve prolapse
Tricuspid valve disease,Cardiac valve diseases,253384009,Accessory tissue on tricuspid leaflet
Tricuspid valve disease,Cardiac valve diseases,253385005,Abnormality of tricuspid chordae tendinae
Tricuspid valve disease,Cardiac valve diseases,253386006,Arcade abnormality of tricuspid chordae tendinae
Tricuspid valve disease,Cardiac valve diseases,253387002,Tricuspid chordae tendinae too short
Tricuspid valve disease,Cardiac valve diseases,253388007,Tricuspid chordae tendinae too long
Tricuspid valve disease,Cardiac valve diseases,253389004,Tricuspid chordae tendinae to outlet septum
Tricuspid valve disease,Cardiac valve diseases,253390008,Tricuspid papillary muscle abnormality
Tricuspid valve disease,Cardiac valve diseases,253391007,Parachute malformation of tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,253392000,Absent tricuspid papillary muscle
Tricuspid valve disease,Cardiac valve diseases,253393005,Fused tricuspid papillary muscle
Tricuspid valve disease,Cardiac valve diseases,253394004,Hypoplastic tricuspid papillary muscle
Tricuspid valve disease,Cardiac valve diseases,253443005,Ebstein's anomaly
Tricuspid valve disease,Cardiac valve diseases,253454000,Abnormality of right atrioventricular valve in double inlet ventricle
Tricuspid valve disease,Cardiac valve diseases,253455004,Right atrioventricular valve atresia
Tricuspid valve disease,Cardiac valve diseases,253456003,Imperforate right atrioventricular valve
Tricuspid valve disease,Cardiac valve diseases,253457007,Right atrioventricular valve dysplasia
Tricuspid valve disease,Cardiac valve diseases,253458002,Right atrioventricular valve hypoplasia
Tricuspid valve disease,Cardiac valve diseases,253460000,Overriding right atrioventricular valve
Tricuspid valve disease,Cardiac valve diseases,253461001,Dilatation of right atrioventricular valve annulus
Tricuspid valve disease,Cardiac valve diseases,253462008,Right atrioventricular valve stenosis
Tricuspid valve disease,Cardiac valve diseases,253463003,Straddling right atrioventricular valve
Tricuspid valve disease,Cardiac valve diseases,253464009,Right atrioventricular valve leaflet abnormality
Tricuspid valve disease,Cardiac valve diseases,253465005,Unguarded right atrioventricular valve orifice
Tricuspid valve disease,Cardiac valve diseases,253467002,Double orifice of right atrioventricular valve
Tricuspid valve disease,Cardiac valve diseases,253468007,Ebstein's anomaly of right atrioventricular valve
Tricuspid valve disease,Cardiac valve diseases,253469004,Right atrioventricular valve prolapse
Tricuspid valve disease,Cardiac valve diseases,253470003,True cleft of right atrioventricular valve leaflet
Tricuspid valve disease,Cardiac valve diseases,253471004,Accessory tissue on right atrioventricular valve leaflet
Tricuspid valve disease,Cardiac valve diseases,253472006,Right atrioventricular valve leaflet dysplasia
Tricuspid valve disease,Cardiac valve diseases,253473001,CT - Abnormality of right atrioventricular chordae tendinae
Tricuspid valve disease,Cardiac valve diseases,253474007,Right atrioventricular valve chordae too short
Tricuspid valve disease,Cardiac valve diseases,253475008,Right atrioventricular valve chordae too long
Tricuspid valve disease,Cardiac valve diseases,253476009,Right atrioventricular valve chordae to outlet septum
Tricuspid valve disease,Cardiac valve diseases,253477000,Arcade abnormality of right atrioventricular valve chordae
Tricuspid valve disease,Cardiac valve diseases,253478005,Abnormality of right atrioventricular valve papillary muscle
Tricuspid valve disease,Cardiac valve diseases,253479002,Parachute malformation of right atrioventricular valve
Tricuspid valve disease,Cardiac valve diseases,253480004,Absent right atrioventricular valve papillary muscle
Tricuspid valve disease,Cardiac valve diseases,253481000,Fused right atrioventricular valve papillary muscles
Tricuspid valve disease,Cardiac valve diseases,253482007,Hypoplastic right atrioventricular valve papillary muscle
Tricuspid valve disease,Cardiac valve diseases,275203000,Ball valve tricuspid valve replacement
Tricuspid valve disease,Cardiac valve diseases,275204006,Disc valve tricuspid valve replacement
Tricuspid valve disease,Cardiac valve diseases,275205007,Single leaflet tricuspid valve replacement
Tricuspid valve disease,Cardiac valve diseases,275206008,Bileaflet tricuspid valve replacement
Tricuspid valve disease,Cardiac valve diseases,297286001,Paraprosthetic tricuspid regurgitation
Tricuspid valve disease,Cardiac valve diseases,301110003,Tricuspid valve vegetations
Tricuspid valve disease,Cardiac valve diseases,308664008,Porcine tricuspid valve replacement
Tricuspid valve disease,Cardiac valve diseases,36233006,Congenital stenosis of tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,36791000119109,History of tricuspid valve replacement
Tricuspid valve disease,Cardiac valve diseases,405553004,Trauma to tricuspid valve (disorder)
Tricuspid valve disease,Cardiac valve diseases,42770003,Syphilis of tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,430402003,Abscess of tricuspid valve due to bacteria (disorder)
Tricuspid valve disease,Cardiac valve diseases,431189009,Abscess of tricuspid valve (disorder)
Tricuspid valve disease,Cardiac valve diseases,43176009,Congenital hypoplasia of tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,4374004,Congenital anomaly of tricuspid valve
Tricuspid valve disease,Cardiac valve diseases,445330003,Right atrioventricular valve leaflets absent in double inlet ventricle (unguarded orifice) (disorder)
Tricuspid valve disease,Cardiac valve diseases,446628002,Tricuspid leaflet gelatinous (disorder)
Tricuspid valve disease,Cardiac valve diseases,446630000,Tricuspid leaflet noncoapting (disorder)
Tricuspid valve disease,Cardiac valve diseases,446633003,Tricuspid leaflet thickened (disorder)
Tricuspid valve disease,Cardiac valve diseases,446699002,Tricuspid leaflet deficiency (disorder)
Tricuspid valve disease,Cardiac valve diseases,446781004,Tricuspid leaflet flail (disorder)
Tricuspid valve disease,Cardiac valve diseases,446786009,Tricuspid leaflet fenestration (disorder)
Tricuspid valve disease,Cardiac valve diseases,447695000,Tricuspid truncal valve (disorder)
Tricuspid valve disease,Cardiac valve diseases,447829000,Congenital abnormality of tricuspid chordae tendinae (disorder)
Tricuspid valve disease,Cardiac valve diseases,447830005,Congenital abnormality of tricuspid leaflet (disorder)
Tricuspid valve disease,Cardiac valve diseases,447915002,Ebstein's anomaly of left sided tricuspid valve with discordant atrioventricular connections (disorder)
Tricuspid valve disease,Cardiac valve diseases,448073002,Congenital abnormality of tricuspid papillary muscle (disorder)
Tricuspid valve disease,Cardiac valve diseases,448074008,Ebstein's anomaly with functional tricuspid stenosis (disorder)
Tricuspid valve disease,Cardiac valve diseases,448159009,Abnormality of tricuspid subvalvar apparatus (disorder)
Tricuspid valve disease,Cardiac valve diseases,449031001,Congenital abnormality of right atrioventricular valve leaflet in double inlet ventricle (disorder)
Tricuspid valve disease,Cardiac valve diseases,449032008,Congenital abnormality of right atrioventricular valve papillary muscle in double inlet ventricle (disorder)
Tricuspid valve disease,Cardiac valve diseases,449040002,Hypoplasia of right atrioventricular valve annulus in double inlet ventricle (disorder)
Tricuspid valve disease,Cardiac valve diseases,449087009,Ebstein's anomaly of right atrioventricular valve in functionally univentricular heart (disorder)
Tricuspid valve disease,Cardiac valve diseases,449111002,Double orifice of right atrioventricular valve in double inlet ventricle (disorder)
